InvestorID,Investor,RiskTolerance,TimeHorizon,IncomeNeeds,LiquidityNeeds,TaxConsiderations,AccountType,Age,InvestmentExperience,OtherAssets,RiskCapacity
318,IGPRY,High,Short term,148466,Moderate,No,IRA,36,Experienced,171142,High
319,OSMNEN,High,Medium term,139415,Low,Yes,401k,26,Experienced,663122,Moderate
320,OKYZM,Low,Long term,199839,Low,Yes,IRA,25,Novice,784573,High
321,JFLSJC,High,Medium term,151147,High,No,401k,67,Experienced,289200,High
322,JGUOK,Low,Long term,56463,High,No,IRA,41,Experienced,477279,Low
323,UMBXRQG,Low,Medium term,55784,High,No,401k,34,Novice,501925,Low
324,WMETX,Moderate,Short term,64575,Low,No,IRA,62,Novice,116453,Low
325,MBKQEICR,Low,Long term,190445,Low,Yes,IRA,42,Novice,939298,Moderate
326,PRRBPHFT,Low,Long term,90860,Low,No,IRA,49,Experienced,570887,High
327,JLAIDP,Low,Medium term,78375,Moderate,Yes,401k,59,Experienced,601509,Low
328,MBUWEODC,Moderate,Short term,100920,Moderate,No,401k,35,Novice,652636,Moderate
329,MDYHWLG,Low,Long term,142838,Low,No,Taxable,65,Experienced,391027,High
330,NOPQNP,Moderate,Medium term,109374,High,No,Taxable,68,Novice,284596,High
331,UCEVBG,Moderate,Medium term,52882,Moderate,No,401k,34,Experienced,475636,Moderate
332,WKXBS,Moderate,Short term,64476,High,No,IRA,72,Novice,402777,High
333,KDFKQCR,High,Long term,184204,Moderate,Yes,Taxable,59,Experienced,253153,High
334,NTXTKT,Low,Medium term,84580,High,No,IRA,69,Experienced,333536,Moderate
335,CHUDTX,Moderate,Medium term,174130,Low,No,Taxable,66,Novice,175715,High
336,IWKHRA,Moderate,Medium term,84521,High,No,401k,51,Novice,844302,High
337,XYNYU,High,Long term,161845,Low,Yes,IRA,47,Experienced,196556,Low
338,FRRGTRD,High,Short term,50455,High,No,401k,28,Novice,148539,Low
339,KVCDFHMWX,Low,Short term,191182,High,Yes,401k,66,Novice,659129,Low
340,FVMCZTULJ,Low,Long term,118812,Low,No,Taxable,63,Experienced,515490,Moderate
341,UFGUGTCYB,Moderate,Long term,122103,Low,No,Taxable,64,Experienced,580000,Low
342,VUIMAWQLW,Moderate,Short term,141338,High,No,Taxable,55,Experienced,676906,Low
343,JNZLQ,High,Medium term,113924,High,No,Taxable,37,Novice,125052,High
344,XPZEBA,Low,Medium term,64167,Low,Yes,Taxable,38,Experienced,735284,High
345,JDHAL,Moderate,Medium term,116532,Moderate,Yes,IRA,42,Experienced,961059,High
346,XZFHUA,High,Medium term,174937,High,Yes,IRA,32,Experienced,612504,High
347,BSZAPTLIZ,Low,Short term,128301,Moderate,No,IRA,62,Experienced,681729,High
348,ZXMOKJ,Low,Short term,93372,Moderate,Yes,Taxable,31,Novice,356104,Moderate
349,CUKXN,Low,Short term,106482,Low,Yes,IRA,64,Novice,150153,Low
350,VMUFF,Low,Medium term,131843,High,Yes,Taxable,48,Experienced,237707,Moderate
351,TDZUWCW,Moderate,Long term,80896,Low,Yes,401k,29,Experienced,341851,Moderate
352,LULZMX,High,Medium term,52887,Moderate,No,IRA,48,Novice,398177,High
353,BAEWVN,High,Long term,63597,High,No,IRA,35,Novice,929176,Low
354,UOYQFVU,Low,Short term,153672,High,No,Taxable,30,Novice,573564,Low
355,YRQNGS,High,Long term,155799,Low,Yes,IRA,69,Experienced,151946,Moderate
356,KPGJJIO,Moderate,Short term,139082,High,No,401k,72,Experienced,343166,Moderate
357,LFBOO,Moderate,Long term,106220,Low,No,401k,42,Experienced,562099,Low
358,XAEMVU,High,Short term,67106,Moderate,Yes,Taxable,62,Novice,551794,High
359,TCVNXY,Low,Medium term,106420,Moderate,No,IRA,40,Experienced,167760,Moderate
360,GURIYKAWV,Low,Long term,196900,Low,No,IRA,64,Experienced,865518,High
361,CWIHRZ,High,Long term,84095,Low,No,Taxable,31,Experienced,272985,Moderate
362,KKKTGYJIM,High,Short term,98354,Low,Yes,401k,34,Novice,192194,Moderate
363,RFYOCIVNG,High,Long term,189426,Moderate,Yes,IRA,32,Experienced,139144,Low
364,MFLMWX,Low,Short term,61508,Moderate,No,401k,38,Novice,546218,Moderate
365,IYOPUTD,High,Medium term,63513,High,Yes,IRA,64,Experienced,715339,High
366,IFXOGRKI,Moderate,Short term,62222,Low,No,401k,47,Experienced,283137,Low
367,NFKEVOKZ,Low,Short term,129864,High,Yes,Taxable,67,Novice,478866,High
368,RWIYXOOE,Moderate,Medium term,171099,Low,Yes,Taxable,43,Novice,644608,Moderate
369,TYECKLCGF,High,Long term,179255,High,No,IRA,62,Novice,939923,Low
370,QBPQETD,Low,Long term,84633,Low,Yes,Taxable,57,Experienced,209332,High
371,SUGKA,Moderate,Long term,75349,High,No,Taxable,34,Novice,540076,Low
372,MZLQIRJ,High,Medium term,74600,High,No,IRA,38,Experienced,631101,Moderate
373,VTNXUCX,High,Long term,148783,High,No,401k,69,Novice,904380,Moderate
374,PJYYT,Low,Short term,163283,Low,Yes,401k,71,Experienced,724647,Moderate
375,NDPTV,High,Short term,99784,Moderate,Yes,IRA,63,Novice,751727,Low
376,XWCOYLPJ,High,Long term,164987,High,Yes,401k,38,Experienced,121973,Low
377,IHJLLLU,High,Short term,69811,High,No,401k,27,Novice,944866,Moderate
378,JRSBJOO,High,Long term,111200,Moderate,Yes,Taxable,28,Experienced,199117,High
379,NTETVEPU,High,Long term,148572,Low,Yes,IRA,26,Experienced,815629,Moderate
380,VILWWEAU,Low,Short term,138745,Moderate,Yes,Taxable,49,Novice,126107,High
381,PLMRDHVKS,High,Long term,123989,Moderate,No,IRA,67,Experienced,884344,High
382,UUNYRYYGD,Low,Short term,184806,Low,No,Taxable,39,Experienced,205048,High
383,ZTQCVFLJL,Low,Short term,147730,Moderate,No,Taxable,30,Novice,568050,High
384,ALISCF,Low,Short term,136223,Moderate,Yes,IRA,41,Experienced,698382,High
385,VLPDJPM,High,Long term,146717,High,Yes,Taxable,27,Experienced,385372,High
386,SQEWTEJ,Moderate,Short term,105222,Moderate,No,IRA,33,Novice,765030,Moderate
387,XBGQTFJ,Low,Long term,158074,Low,Yes,Taxable,70,Experienced,782875,High
388,EKLSV,High,Medium term,125369,Moderate,Yes,Taxable,29,Experienced,366296,Low
389,VGBFPAEA,High,Short term,134149,Low,No,Taxable,47,Novice,643709,Low
390,MCWOHC,Moderate,Medium term,56723,High,Yes,Taxable,25,Novice,389431,High
391,EAIAPDA,Low,Short term,158887,Low,No,IRA,59,Novice,910805,Moderate
392,BOKDOT,Moderate,Medium term,164683,Moderate,No,IRA,67,Novice,276279,High
393,YIJLBQW,Moderate,Long term,92945,High,Yes,IRA,43,Experienced,275974,Moderate
394,JSIGGDIM,High,Short term,116818,High,No,401k,66,Novice,251676,Low
395,WRJZDGFY,Low,Long term,179251,Moderate,Yes,401k,56,Experienced,390237,Moderate
396,ROSSZB,Moderate,Long term,54130,Low,No,IRA,34,Experienced,402469,Low
397,CNHWGJPXO,Moderate,Short term,59285,High,No,Taxable,34,Novice,118991,Low
398,IRHVPOQNO,High,Short term,169068,High,No,IRA,49,Experienced,585221,Moderate
399,VIPQZC,Low,Long term,61288,High,No,401k,71,Experienced,616845,High
400,HGOOY,High,Medium term,75980,Moderate,Yes,401k,39,Experienced,665382,High
401,AUMNWCV,Low,Long term,84200,Moderate,No,401k,32,Experienced,554763,Moderate
402,VEQLDOOZM,High,Medium term,192575,High,Yes,Taxable,46,Novice,347356,Moderate
403,ZYSWCDVD,High,Medium term,166649,Low,No,401k,65,Novice,718833,High
404,NUTNPYFNU,High,Short term,113134,High,No,401k,52,Novice,715447,Moderate
405,RCSXWUVUW,High,Medium term,153561,Low,No,Taxable,45,Novice,367786,Low
406,RACSKJ,Low,Short term,161180,Low,No,IRA,73,Experienced,958659,Low
407,RWZGM,Low,Long term,52687,Moderate,No,IRA,39,Novice,330579,High
408,TJUHGZBYA,Moderate,Medium term,169073,Moderate,No,Taxable,28,Experienced,276268,Moderate
409,IMACNC,Low,Medium term,60301,Low,Yes,Taxable,31,Experienced,101273,Moderate
410,AQKPVQJXB,High,Long term,141070,High,No,401k,43,Novice,679769,Moderate
411,HDVBAZJE,Moderate,Short term,164428,Moderate,No,401k,66,Experienced,713553,Low
412,VIGTOH,Low,Long term,157424,Moderate,No,Taxable,68,Experienced,607544,High
413,ZHBKAPOB,Low,Long term,180473,High,No,401k,54,Experienced,956794,Low
414,MJSBNZ,Low,Short term,68955,High,Yes,401k,34,Novice,896089,Moderate
415,BCCMBAYW,High,Medium term,130907,High,Yes,Taxable,55,Experienced,281742,Moderate
416,CATGBBP,Moderate,Short term,182176,Low,No,401k,47,Experienced,961523,Low
417,DOSEQP,Moderate,Short term,74694,Low,No,401k,44,Novice,581728,Moderate
418,NXOCJ,High,Medium term,65693,Low,No,Taxable,74,Novice,780587,High
419,QEEQUB,Moderate,Long term,90908,Moderate,No,Taxable,59,Novice,457210,Moderate
420,XJHHHFD,High,Long term,74455,High,No,Taxable,64,Experienced,799826,Low
421,WEGWNJB,High,Medium term,170621,High,No,401k,63,Experienced,834541,High
422,QQBLAR,Low,Long term,92836,Low,Yes,Taxable,39,Experienced,307282,Low
423,XOINGANNF,Low,Short term,194617,Moderate,No,IRA,45,Experienced,609027,Moderate
424,BSQNMY,High,Medium term,70590,Moderate,No,Taxable,26,Experienced,809394,Low
425,PFKKM,Low,Short term,187142,High,No,Taxable,35,Experienced,234246,High
426,BAJGJ,Low,Long term,181291,High,Yes,IRA,57,Experienced,234257,Low
427,GSOGIO,High,Medium term,159013,Low,No,IRA,64,Experienced,163714,Low
428,MHURMYV,Low,Long term,146454,Low,Yes,401k,59,Novice,186217,Low
429,ZLSLTSBRW,Moderate,Short term,157422,High,Yes,IRA,52,Novice,998460,Moderate
430,DKJPVTD,High,Medium term,138957,Low,No,401k,67,Experienced,682438,Low
431,SBHQYMS,Moderate,Short term,121106,Moderate,Yes,401k,53,Novice,180887,Low
432,QGQJTN,Low,Long term,53917,Moderate,Yes,Taxable,64,Novice,503581,High
433,QMILWCIFJ,Moderate,Short term,159078,Moderate,No,401k,46,Novice,798700,High
434,QRIKPY,Low,Long term,90410,Moderate,No,IRA,62,Experienced,126106,Moderate
435,VFAKHGR,High,Medium term,174312,Moderate,No,Taxable,52,Experienced,734974,High
436,IMAUUQZI,High,Long term,151806,High,No,401k,49,Novice,477354,High
437,MMRRYYJSI,High,Long term,141840,Low,Yes,IRA,63,Experienced,840628,Moderate
438,ZOIFKP,Moderate,Medium term,190004,Moderate,No,401k,55,Experienced,450401,Moderate
439,MXPUC,Moderate,Short term,146339,High,Yes,401k,40,Novice,972091,High
440,JCPYFPTXJ,Moderate,Medium term,104074,Moderate,No,Taxable,63,Experienced,370066,Moderate
441,UWYZYSJVI,Moderate,Medium term,108306,High,No,Taxable,27,Experienced,443924,High
442,OAWETS,High,Medium term,197867,Low,Yes,Taxable,56,Novice,580612,High
443,JFDTZYATO,Low,Medium term,178970,Moderate,No,401k,51,Novice,878833,Moderate
444,ODWZK,High,Medium term,74509,High,Yes,Taxable,68,Novice,522377,High
445,JZTDVWC,Low,Medium term,126129,High,No,Taxable,65,Experienced,195217,High
446,DYRXRK,Moderate,Short term,159161,Low,No,401k,64,Experienced,568837,High
447,LQPWVLJ,Low,Short term,189704,Moderate,Yes,401k,27,Experienced,589293,High
448,CXDZODRP,Moderate,Long term,191374,Low,No,401k,28,Novice,826718,High
449,JXLILREWK,Moderate,Medium term,54434,Moderate,Yes,Taxable,50,Novice,690917,Moderate
450,RGJGFMVMQ,High,Short term,159072,Moderate,No,Taxable,28,Experienced,348333,Low
451,HDTMFJDTY,High,Short term,194885,Low,Yes,Taxable,45,Novice,575928,Moderate
452,GIAYTG,Low,Medium term,146739,High,Yes,Taxable,53,Novice,166276,High
453,NAREZOVPO,Moderate,Short term,133911,High,No,401k,37,Novice,346611,High
454,XLUMHTG,High,Short term,104578,High,Yes,IRA,26,Experienced,972727,High
455,DRKPQCNC,High,Long term,189651,Moderate,Yes,401k,61,Novice,300370,Low
456,MYCGMO,High,Long term,132352,High,No,401k,64,Novice,576998,Low
457,IHBIII,Low,Medium term,74538,Moderate,Yes,401k,27,Novice,174621,High
458,KMHMTYZN,High,Short term,70909,Low,Yes,Taxable,67,Novice,558105,High
459,RBFICYSU,Low,Short term,191252,High,Yes,401k,56,Experienced,273913,Low
460,ZUXEGLOUP,Moderate,Long term,91972,High,No,Taxable,44,Novice,239612,Low
461,MVDOXQBI,Moderate,Medium term,60729,High,Yes,Taxable,74,Experienced,797074,High
462,KMKKYUMSK,Moderate,Long term,140329,High,Yes,401k,47,Novice,284261,Moderate
463,UPOMBP,Low,Short term,189143,Moderate,No,401k,54,Experienced,837958,High
464,JVMQWK,Moderate,Medium term,102189,Low,Yes,Taxable,61,Experienced,343947,High
465,HXWZGO,High,Short term,55209,Low,Yes,Taxable,52,Novice,945400,Low
466,ASIZCYYGM,Moderate,Long term,111766,Moderate,No,Taxable,34,Novice,398533,High
467,SALGDXW,High,Short term,186652,Moderate,Yes,IRA,50,Novice,178096,Low
468,ULBGT,High,Long term,92425,Moderate,Yes,401k,41,Experienced,475652,Low
469,UZRMPVA,Low,Short term,108196,High,Yes,IRA,55,Experienced,272482,Low
470,ISITSVFCP,Low,Medium term,137542,High,Yes,IRA,50,Novice,483870,Moderate
471,ADAUKFC,Moderate,Medium term,177321,Low,Yes,Taxable,69,Novice,627155,Low
472,XKOXPU,Moderate,Medium term,167775,Low,No,IRA,51,Novice,992988,Moderate
473,YEZIF,Low,Long term,153484,High,No,401k,42,Novice,687055,High
474,YLAPHON,Low,Medium term,68077,Low,Yes,401k,46,Experienced,390442,High
475,QIBPWATRM,Moderate,Medium term,81790,Moderate,No,IRA,27,Experienced,259166,Low
476,ECDJJOPXX,Low,Short term,118712,Moderate,Yes,Taxable,60,Novice,139345,Low
477,FCQRGLPY,Moderate,Medium term,105690,Moderate,No,IRA,68,Experienced,249702,High
478,BKOWYR,High,Long term,53318,High,No,401k,36,Novice,385243,Low
479,EAAZKTTFW,Moderate,Long term,128111,Low,No,401k,48,Experienced,887773,Moderate
480,LCKOVQG,Moderate,Medium term,155231,High,Yes,401k,46,Experienced,847077,High
481,ZFYJLHZD,Low,Medium term,158972,Moderate,Yes,IRA,68,Experienced,223483,Low
482,GKHZU,Low,Long term,121723,Low,No,401k,28,Novice,276480,Low
483,HYFSCVCZT,Low,Long term,173526,High,No,401k,38,Novice,627505,Low
484,XJKGIE,High,Short term,154216,Moderate,No,Taxable,53,Experienced,391532,High
485,ALYCL,Low,Medium term,119841,High,No,401k,60,Novice,759398,Moderate
486,YFUHXFGB,High,Long term,97878,Low,No,IRA,45,Experienced,797150,Low
487,TXSZD,Low,Short term,84571,Moderate,No,Taxable,49,Novice,903854,Low
488,CEZYDKAJ,Low,Medium term,141544,High,Yes,IRA,32,Novice,335497,High
489,EEDCVGDNN,High,Short term,190319,Low,No,Taxable,58,Novice,363032,Moderate
490,MDKLP,High,Medium term,83998,Moderate,No,IRA,52,Experienced,445206,Low
491,YUDQL,Moderate,Short term,169091,Moderate,No,Taxable,58,Novice,915626,Low
492,WJPZFFCI,Moderate,Short term,179306,High,No,401k,59,Novice,150369,Low
493,DLBYGFJIK,High,Long term,77154,Moderate,Yes,IRA,38,Experienced,460515,Low
494,HWYIX,High,Short term,129446,Moderate,No,IRA,67,Experienced,914627,Moderate
495,PCPXVFAM,High,Long term,104378,Moderate,No,401k,46,Novice,935908,High
496,MVDMAD,Low,Medium term,151701,Moderate,No,Taxable,38,Experienced,252927,Moderate
497,OUUTIQA,Moderate,Short term,101112,Moderate,Yes,401k,64,Novice,525252,Moderate
498,PWMGBTKNI,Moderate,Medium term,119577,Low,No,401k,34,Novice,367238,Low
499,VRYQLTC,Low,Medium term,136540,Moderate,Yes,401k,49,Experienced,944355,Low
500,DYBTMNCDX,High,Medium term,176701,Low,Yes,IRA,28,Experienced,397909,Moderate
501,YKEYGIROB,High,Short term,115755,Low,No,401k,51,Novice,155151,High
502,PRUHEDA,Low,Medium term,107376,High,No,Taxable,43,Novice,660213,Moderate
503,YVYRBQLO,Low,Medium term,104340,Low,No,IRA,62,Experienced,816105,Low
504,OCIMOEI,Moderate,Long term,120561,High,Yes,IRA,72,Novice,149308,Low
505,CVYBUC,High,Long term,105693,High,Yes,401k,26,Experienced,255471,Low
506,UTSTUA,High,Short term,63523,High,No,IRA,60,Novice,380747,High
507,KXHMPEUUY,High,Medium term,53045,Low,No,401k,53,Experienced,874588,Low
508,BWENOOP,Moderate,Short term,190425,High,Yes,Taxable,68,Experienced,667503,Moderate
509,YIHZXCN,Low,Long term,173985,Low,No,Taxable,71,Experienced,433198,Low
510,HDNHOM,Moderate,Short term,132508,Moderate,No,IRA,57,Experienced,600466,Moderate
511,HCPTQPK,Low,Long term,188214,Moderate,Yes,Taxable,31,Experienced,250296,High
512,VPTDZA,Low,Short term,118237,Low,No,Taxable,69,Experienced,160356,Low
513,BPIQC,Moderate,Medium term,112604,Low,Yes,Taxable,61,Experienced,194905,Moderate
514,MLXPOPLXX,Moderate,Long term,171552,High,No,Taxable,73,Experienced,257020,Moderate
515,AWKYLDD,Low,Medium term,60578,Moderate,No,IRA,68,Experienced,326453,Low
516,LUFDWLXO,Moderate,Medium term,118410,Low,Yes,Taxable,41,Novice,701967,High
517,GBBADQP,Low,Medium term,100650,Low,No,Taxable,46,Novice,259306,Low
518,EMAPUAWVY,High,Long term,114854,High,No,IRA,57,Novice,480502,Low
519,OVELTHL,High,Medium term,148483,High,No,IRA,47,Novice,436676,Moderate
520,PSSCT,High,Short term,111280,High,Yes,Taxable,29,Experienced,762562,High
521,RCMKFNYE,Low,Long term,109840,Moderate,Yes,401k,60,Experienced,318091,High
522,UUYTE,Moderate,Short term,153394,Low,No,IRA,37,Experienced,228530,Low
523,DTNPXJWP,High,Long term,92534,High,No,Taxable,35,Novice,730808,Low
524,UMXNLODNE,High,Short term,169005,Low,Yes,401k,68,Experienced,788671,Moderate
525,CUJZATTAS,Moderate,Short term,144245,Moderate,No,401k,31,Novice,146620,High
526,MWQBPZEHC,High,Short term,144502,High,Yes,Taxable,36,Novice,100546,Low
527,YJQFOZ,Low,Medium term,198487,Moderate,Yes,401k,37,Experienced,119618,High
528,DQPCLLXP,Low,Short term,102545,Low,No,Taxable,38,Novice,342164,High
529,DSSOVFK,Low,Short term,57713,High,No,Taxable,62,Novice,418769,Moderate
530,IGYKU,Low,Medium term,59527,High,No,Taxable,61,Experienced,667897,High
531,EEQWDK,Moderate,Long term,66782,Moderate,Yes,401k,60,Novice,450127,Moderate
532,XXMVU,Low,Long term,125626,Moderate,No,Taxable,26,Experienced,718920,High
533,NESHCQORB,Low,Long term,125943,Moderate,No,401k,30,Novice,929467,Moderate
534,JULTAL,High,Short term,130050,Moderate,Yes,Taxable,67,Novice,187237,Moderate
535,TRFTW,High,Short term,106752,Moderate,Yes,Taxable,60,Novice,684859,High
536,XSHAI,High,Short term,142307,High,No,IRA,64,Experienced,931928,Low
537,OMQCQWD,Moderate,Medium term,178782,Low,Yes,Taxable,71,Experienced,827267,High
538,OUHOI,High,Long term,134959,High,No,401k,26,Experienced,682035,High
539,PQDCI,High,Long term,79657,High,No,401k,48,Experienced,263961,Moderate
540,ALRYGXWG,High,Short term,65530,Moderate,No,Taxable,60,Experienced,550495,Low
541,CJRHYTQA,Moderate,Medium term,112448,Moderate,No,401k,68,Experienced,717915,Low
542,GGJSZXFMW,Low,Medium term,172647,Low,Yes,IRA,68,Experienced,977406,Low
543,MVDNAGVV,Moderate,Medium term,141682,Low,No,IRA,60,Novice,369442,Low
544,GPHJCMI,Low,Short term,71018,High,No,401k,63,Novice,644695,High
545,ZWSVQRLUM,Low,Short term,181264,Moderate,Yes,IRA,67,Experienced,182837,Low
546,ZKRPHVMEQ,High,Medium term,192007,High,No,401k,59,Experienced,696760,Low
547,MZEIZVFQH,Low,Short term,176200,Moderate,No,Taxable,43,Novice,168839,High
548,DVUIQIBA,Moderate,Short term,73361,High,Yes,IRA,55,Experienced,226336,Low
549,RACKFD,Moderate,Short term,51096,High,Yes,IRA,48,Novice,896489,Moderate
550,MGFRQD,High,Long term,195165,High,No,IRA,41,Novice,876090,Moderate
551,MMXIAXJEE,Moderate,Short term,123626,High,No,IRA,54,Experienced,959983,Moderate
552,YOWUOD,High,Medium term,79594,Moderate,Yes,Taxable,56,Experienced,950120,High
553,KLNVXS,Low,Long term,160328,Moderate,No,IRA,47,Novice,319858,High
554,EHBAF,Low,Medium term,180595,High,Yes,Taxable,64,Experienced,288815,Low
555,FRWWABKED,High,Medium term,162881,Moderate,No,401k,62,Experienced,398646,High
556,UMULZWP,Moderate,Medium term,66161,High,Yes,IRA,37,Novice,716284,High
557,ZHWQVC,Low,Medium term,59185,High,Yes,Taxable,49,Experienced,917611,High
558,BNXTZWFI,High,Medium term,109345,Low,Yes,IRA,74,Novice,293394,High
559,CYBHN,Low,Medium term,82708,Moderate,No,Taxable,27,Experienced,713633,Moderate
560,VNKVY,High,Short term,143483,Moderate,No,401k,67,Novice,856329,High
561,MAQMRUZEA,High,Long term,63123,Low,No,401k,40,Experienced,410707,Low
562,IOYWJU,Low,Long term,58696,Moderate,Yes,Taxable,29,Novice,547313,Moderate
563,CMGQABP,Moderate,Long term,63219,Moderate,No,IRA,65,Novice,522318,Moderate
564,UVDLDLS,Moderate,Medium term,136823,High,Yes,Taxable,54,Experienced,686099,Low
565,UOKJYZGI,High,Short term,131385,High,Yes,401k,70,Experienced,233977,Moderate
566,BNZEFE,Moderate,Short term,160498,High,Yes,401k,62,Experienced,851713,Low
567,RJAETR,Moderate,Medium term,141840,Low,No,Taxable,51,Experienced,205639,Low
568,UKSHYEFZJ,High,Medium term,109487,Moderate,Yes,IRA,65,Experienced,931049,Moderate
569,HEBUTXFZ,High,Medium term,144177,Moderate,Yes,401k,32,Experienced,683341,Low
570,RSZJLK,Low,Long term,76724,Moderate,No,Taxable,40,Novice,376376,Low
571,MIUXVQ,Moderate,Medium term,157377,Low,Yes,401k,42,Experienced,450406,Moderate
572,AUMOPU,Moderate,Long term,77273,Low,Yes,401k,61,Novice,962315,Low
573,HTACN,High,Medium term,110909,High,Yes,IRA,42,Novice,285464,High
574,IAAGQ,Moderate,Medium term,161600,Moderate,Yes,Taxable,40,Novice,116755,Moderate
575,TBPOXOINC,High,Long term,173674,Low,No,IRA,73,Experienced,541180,Low
576,RPKXTHY,Low,Short term,77170,Low,No,IRA,74,Experienced,652971,Low
577,TQQEKGG,Moderate,Short term,175682,High,No,Taxable,48,Novice,553710,High
578,JICHBR,Low,Long term,199303,Moderate,No,IRA,26,Experienced,527961,Moderate
579,JTYNENPQ,Moderate,Short term,151562,High,No,IRA,48,Novice,419655,Low
580,OSTXRO,High,Short term,170425,Low,Yes,401k,53,Novice,568985,Low
581,DACFGM,High,Medium term,186306,Low,No,Taxable,69,Novice,509807,Moderate
582,DRHWP,Low,Short term,116800,High,No,401k,63,Novice,751950,Moderate
583,WMNXHN,Low,Medium term,105174,Low,Yes,IRA,58,Novice,709386,High
584,TWPUNPDOI,Low,Short term,130752,Moderate,Yes,401k,39,Experienced,663003,Low
585,VTXKTUC,High,Medium term,163579,Moderate,No,IRA,34,Novice,442678,Low
586,BKZSE,High,Long term,174286,Moderate,No,401k,59,Novice,990341,Low
587,LGIXTPJ,High,Short term,123458,Moderate,Yes,Taxable,35,Novice,141886,High
588,COZSR,Moderate,Short term,112079,Moderate,Yes,IRA,60,Experienced,863412,Moderate
589,SMLLBL,High,Short term,124624,High,No,IRA,41,Experienced,326062,Low
590,VCOHNYPXW,Low,Short term,96279,High,Yes,IRA,56,Experienced,506275,Moderate
